,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
791,SC80,RL,11333,3,Lvl,Corner,3,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,2,5,539,1,0,490,1029,3,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,3,5,8,2,Attchd,1976.0,RFn,2,539,3,3,2,120,0,0,0,0,0,May,2007,WD,Normal,146800
792,SC60,RL,9920,3,Lvl,CulDSac,3,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,2,6,862,1,0,255,1117,5,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,3,8,8,1,Attchd,1997.0,Unf,2,455,3,3,2,180,130,0,0,0,0,Jun,2007,WD,Normal,269790
793,SC20,RL,9158,4,Lvl,Inside,3,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,140.0,4,3,PConc,4,3,2,1,0,1,0,1496,1496,5,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,4,7,8,0,Attchd,2007.0,Fin,2,474,3,3,2,168,130,0,0,0,0,Jun,2007,New,Partial,225000
794,SC60,RL,10832,3,Lvl,Corner,3,Gilbert,Norm,1Fam,2Story,7,5,1994,1996,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,712,712,5,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,4,7,8,1,Attchd,1994.0,Fin,2,409,3,3,2,143,46,0,0,0,500,Oct,2008,WD,Normal,194500
795,SC60,RL,8400,4,Lvl,Inside,3,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,0,1,0,1,0,650,650,3,Y,SBrkr,888,676,0,1564,0,0,2,1,3,3,7,8,1,Attchd,1980.0,Unf,2,476,3,3,2,0,50,0,0,204,0,Apr,2010,WD,Normal,171000
796,SC20,RL,8197,4,Lvl,Inside,3,Sawyer,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,0,1,0,1,0,660,660,5,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,3,7,8,1,Attchd,1977.0,RFn,2,528,3,3,2,138,0,0,0,0,0,Apr,2007,WD,Normal,143500
797,SC20,RL,7677,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,4,570,1,0,203,773,4,Y,SBrkr,773,0,0,773,0,0,1,0,2,3,4,8,0,Attchd,1953.0,Unf,1,240,3,3,2,0,0,0,0,0,0,Apr,2008,WD,Abnorml,110000
798,SC60,RL,13518,4,Lvl,Inside,3,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,860.0,5,3,PConc,5,3,0,1,0,1,0,1926,1926,5,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,5,11,8,2,BuiltIn,2009.0,Fin,3,820,3,3,2,144,78,0,0,0,0,Jul,2009,New,Partial,485000
799,SC50,RL,7200,4,Lvl,Corner,3,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,3,3,BrkTil,4,3,0,5,569,1,0,162,731,5,Y,SBrkr,981,787,0,1768,1,0,1,1,3,4,7,8,2,Detchd,1939.0,Unf,1,240,3,3,2,0,0,264,0,0,0,Jun,2007,WD,Normal,175000
800,SC60,RL,12798,3,HLS,Inside,2,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,462,1,0,154,616,4,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,4,8,8,0,Attchd,1997.0,RFn,2,603,3,3,2,403,114,185,0,0,400,May,2008,WD,Normal,200000
801,SC30,RM,4800,4,Lvl,Inside,3,IDOTRR,Norm,1Fam,1Story,4,7,1916,1990,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,2,197,1,0,999,1196,5,Y,FuseA,1196,0,0,1196,1,0,1,0,2,3,5,8,0,Detchd,1957.0,Unf,2,440,3,3,2,0,0,0,0,0,0,Jul,2007,WD,Normal,109900
802,SC60,RL,8199,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0.0,4,3,PConc,4,3,2,6,648,1,0,80,728,5,Y,SBrkr,728,728,0,1456,1,0,2,1,3,4,7,8,1,Attchd,2005.0,Fin,2,410,3,3,2,36,18,0,0,0,0,Oct,2008,WD,Normal,189000
803,SC60,RL,13891,4,Lvl,Inside,3,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424.0,5,3,PConc,5,3,3,1,0,1,0,1734,1734,5,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,5,12,8,1,BuiltIn,2009.0,RFn,3,1020,3,3,2,52,170,0,0,192,0,Jan,2009,New,Partial,582933
804,SC20,RL,9000,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,2,812,1,0,124,936,3,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,3,5,7,0,Attchd,1954.0,Unf,1,286,3,3,2,0,0,0,0,0,0,Jun,2006,WD,Family,118000
805,SC20,RL,12274,3,Lvl,FR2,3,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,0,1,0,1,0,1417,1417,5,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,5,6,8,0,Attchd,2008.0,RFn,2,554,3,3,2,0,60,0,0,0,0,Jul,2008,New,Partial,227680
806,SC80,RL,9750,4,Lvl,Inside,3,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,2,5,400,3,480,100,980,4,Y,SBrkr,980,0,0,980,0,0,2,0,3,3,6,8,0,Attchd,1967.0,Fin,1,384,3,3,2,68,0,0,0,0,0,Oct,2006,WD,Normal,135500
807,SC70,RL,21384,4,Lvl,Inside,3,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,6,1309,1,0,15,1324,5,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,4,6,8,1,Attchd,1923.0,RFn,2,528,3,3,2,0,312,0,0,0,0,May,2009,WD,Normal,223500
808,SC80,RL,13400,4,Lvl,Inside,3,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047.0,3,3,CBlock,3,3,2,5,516,4,128,380,1024,3,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,3,6,8,1,Attchd,1966.0,RFn,2,484,3,3,2,0,0,0,0,0,0,Jun,2006,WD,Normal,159950
809,SC75,RM,8100,4,Lvl,Corner,3,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,849,849,3,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,11,8,0,Detchd,1910.0,Unf,2,360,2,1,0,40,156,0,0,0,0,Nov,2009,WD,Normal,106000
810,SC20,RL,10140,4,Lvl,Inside,3,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,0,5,663,2,377,0,1040,2,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,4,5,8,1,Attchd,1974.0,RFn,2,484,3,3,2,265,0,0,0,0,0,Jan,2006,WD,Normal,181000
811,SC120,RM,4438,4,Lvl,Inside,3,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662,1,0,186,848,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,4,4,8,1,Attchd,2004.0,Fin,2,420,3,3,2,140,0,0,0,0,0,Jun,2008,ConLD,Normal,144500
812,SC20,C (all),8712,4,Bnk,Inside,2,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,2,1,0,1,0,540,540,3,N,FuseA,1044,0,0,1044,0,0,1,0,2,2,4,8,0,Basment,1952.0,Unf,2,504,3,3,0,0,0,0,0,0,54,Jun,2010,WD,Alloca,55993
813,SC20,RL,9750,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Gable,MetalSd,MetalSd,BrkFace,243.0,3,3,CBlock,3,3,0,3,608,1,0,834,1442,4,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,3,7,8,0,Attchd,1958.0,RFn,1,301,3,3,2,0,0,275,0,0,500,Apr,2007,COD,Normal,157900
814,SC50,RL,8248,4,Lvl,Inside,3,Edwards,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,686,686,4,Y,SBrkr,686,564,0,1250,0,1,1,1,3,2,7,8,0,Detchd,1955.0,Unf,1,280,3,3,1,207,0,96,0,0,0,Jul,2006,WD,Normal,116000
815,SC20,RL,12137,2,Lvl,CulDSac,3,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442.0,3,3,PConc,4,3,0,1,0,1,0,1649,1649,5,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,4,6,8,0,Attchd,1998.0,RFn,2,598,3,3,2,0,34,0,0,0,0,May,2010,WD,Normal,224900
816,SC20,RL,11425,3,Lvl,Corner,3,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,4,486,1,0,522,1008,4,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,3,4,8,1,Attchd,1954.0,RFn,1,275,3,3,2,0,0,120,0,0,0,Jul,2006,WD,Normal,137000
817,SC20,RL,13265,3,Lvl,CulDSac,3,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,148.0,4,3,PConc,4,3,0,6,1218,1,0,350,1568,5,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,4,7,8,2,Attchd,2002.0,RFn,3,857,3,3,2,150,59,0,0,0,0,Jul,2008,WD,Normal,271000
818,SC80,RL,8816,4,Lvl,Inside,3,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,HdBoard,HdBoard,BrkFace,80.0,3,3,CBlock,3,3,2,6,504,1,0,506,1010,4,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,3,6,8,0,Attchd,1971.0,Unf,2,440,3,3,2,0,0,0,0,0,0,Jun,2010,WD,Normal,155000
819,SC120,RL,6371,3,Lvl,Inside,3,NridgHt,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,128.0,4,3,PConc,4,3,1,6,733,1,0,625,1358,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,4,6,8,1,Attchd,2010.0,RFn,2,484,3,3,2,192,35,0,0,0,0,Jun,2010,New,Partial,224000
820,SC60,RL,7226,3,Lvl,CulDSac,3,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,798,798,5,Y,SBrkr,798,842,0,1640,0,0,2,1,3,4,6,8,0,Attchd,2003.0,RFn,2,595,3,3,2,0,45,0,0,0,0,Jun,2008,WD,Normal,183000
821,SC20,RM,6000,4,Bnk,Inside,2,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,3,0,1,0,1,0,936,936,3,N,SBrkr,936,0,0,936,0,0,1,0,2,3,4,6,0,Detchd,1974.0,Unf,2,576,3,3,2,0,32,112,0,0,0,Feb,2009,WD,Normal,93000
822,SC60,RL,12394,3,Lvl,Corner,3,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,847,847,5,Y,SBrkr,847,886,0,1733,0,0,2,1,3,4,7,8,1,BuiltIn,2003.0,Fin,2,433,3,3,2,100,48,0,0,0,0,Oct,2007,WD,Family,225000
823,SC50,RL,9900,4,Lvl,Inside,3,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,778,778,3,Y,SBrkr,944,545,0,1489,0,0,2,0,3,3,7,8,1,Detchd,1940.0,Unf,1,240,3,3,2,335,0,0,0,0,0,Jul,2009,WD,Normal,139500
824,SC20,FV,11216,4,Lvl,Inside,3,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,0,1,0,1,0,1489,1489,5,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,4,7,8,1,Attchd,2006.0,RFn,2,776,3,3,2,0,140,0,0,0,0,Jun,2006,New,Partial,232600
825,SC20,RL,14803,4,Lvl,Inside,3,NridgHt,PosN,1Fam,1Story,10,5,2007,2008,Hip,CemntBd,CmentBd,BrkFace,816.0,5,3,PConc,5,3,2,6,1636,1,0,442,2078,5,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,5,7,8,1,Attchd,2007.0,Fin,3,1220,3,3,2,188,45,0,0,0,0,Jun,2008,New,Partial,385000
826,SC45,RM,6130,4,Lvl,Inside,3,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,5,784,1,0,0,784,4,Y,SBrkr,784,0,0,784,1,0,1,0,2,4,5,8,0,No,1924.0,No,0,0,0,0,2,0,0,116,0,0,0,May,2008,WD,Normal,109500
827,SC20,RL,8529,3,Lvl,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,20,1,0,1434,1454,5,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,4,6,8,1,Attchd,2001.0,RFn,2,527,3,3,2,290,39,0,0,0,0,Apr,2009,WD,Normal,189000
828,SC60,RL,28698,2,Low,CulDSac,1,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,Flat,Plywood,Plywood,None,0.0,3,3,PConc,3,4,3,2,249,5,764,0,1013,3,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,3,7,6,0,Attchd,1967.0,Fin,2,538,3,3,2,486,0,0,0,225,0,Jun,2009,WD,Abnorml,185000
829,SC160,FV,2544,4,Lvl,Inside,3,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,600,600,5,Y,SBrkr,520,623,80,1223,0,0,2,1,2,4,4,8,0,Detchd,2005.0,RFn,2,480,3,3,2,0,166,0,0,0,0,Jul,2006,WD,Normal,147400
830,SC20,RL,11900,3,Lvl,Corner,3,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,HdBoard,BrkFace,387.0,3,3,CBlock,3,3,0,3,1040,1,0,352,1392,3,Y,FuseA,1392,0,0,1392,1,0,1,1,3,3,6,8,2,Attchd,1957.0,RFn,2,458,3,3,2,0,0,0,0,192,0,Jun,2008,WD,Normal,166000
831,SC160,FV,3180,4,Lvl,Inside,3,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,600,600,5,Y,SBrkr,520,600,80,1200,0,0,2,1,2,4,4,8,0,Detchd,2005.0,RFn,2,480,3,3,2,0,166,0,0,0,0,Jun,2006,WD,Normal,151000
832,SC60,RL,9548,3,Lvl,CulDSac,3,CollgCr,Norm,1Fam,2Story,7,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,223.0,4,3,PConc,4,3,0,6,483,1,0,458,941,5,Y,SBrkr,941,888,0,1829,1,0,2,1,3,4,7,8,1,Attchd,2003.0,RFn,2,613,3,3,2,192,39,0,0,0,0,Jan,2010,WD,Normal,237000
833,SC20,RL,10004,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180.0,3,3,CBlock,3,3,0,3,196,4,345,975,1516,3,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,3,6,8,0,Attchd,1964.0,RFn,2,472,3,3,2,0,0,0,0,152,0,Feb,2009,WD,Normal,167000
834,SC20,RL,7875,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136.0,3,3,CBlock,3,3,0,3,572,1,0,572,1144,4,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,3,6,8,0,Attchd,1961.0,Unf,2,456,3,3,2,0,0,0,0,0,0,Sep,2008,WD,Normal,139950
835,SC20,RL,9600,4,Lvl,Inside,3,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,Gable,VinylSd,HdBoard,None,0.0,3,3,CBlock,4,3,0,4,442,1,0,625,1067,3,Y,SBrkr,1067,0,0,1067,0,0,2,0,2,4,4,6,0,Attchd,1996.0,Unf,2,436,3,3,2,290,0,0,0,0,0,Feb,2010,WD,Normal,128000
836,SC30,RM,8100,4,Lvl,Inside,3,OldTown,Norm,1Fam,1Story,5,6,1948,1973,Gable,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,3,338,1,0,1221,1559,4,Y,SBrkr,1559,0,0,1559,1,0,1,0,2,3,5,6,0,Detchd,1948.0,Unf,2,812,3,3,2,0,116,230,0,0,0,Jun,2007,COD,Normal,153500
837,SC160,RM,1680,4,Lvl,Inside,3,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158.0,3,3,CBlock,3,3,0,4,330,1,0,153,483,3,Y,SBrkr,483,504,0,987,1,0,1,1,2,3,5,8,0,Detchd,1973.0,Unf,1,264,3,3,2,0,0,0,0,0,0,Nov,2008,WD,Normal,100000
838,SC20,RL,9525,4,Lvl,Inside,3,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,1099,1099,5,Y,SBrkr,1099,0,0,1099,0,0,1,1,3,4,6,8,0,Attchd,1999.0,Unf,1,352,3,3,2,278,0,0,0,0,0,Jun,2008,WD,Normal,144000
839,SC50,RL,11767,4,Lvl,Inside,3,Edwards,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,4,352,1,0,416,768,5,Y,SBrkr,768,432,0,1200,0,0,1,0,3,3,6,8,0,Detchd,1946.0,Unf,1,240,3,3,2,0,0,0,0,0,0,May,2008,WD,Normal,130500
840,SC70,RH,12155,3,Lvl,Inside,3,SWISU,Norm,1Fam,2Story,6,8,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,4,156,1,0,516,672,3,N,SBrkr,810,672,0,1482,0,0,2,0,4,2,7,8,0,Detchd,1934.0,Unf,1,400,3,3,1,0,0,254,0,0,0,Mar,2008,WD,Normal,140000
841,SC70,RM,10440,4,Lvl,Inside,3,OldTown,Norm,1Fam,2Story,5,8,1904,2002,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,1,0,1,0,650,650,4,Y,SBrkr,958,581,0,1539,0,0,2,0,3,4,8,8,1,Detchd,1983.0,Unf,2,686,4,3,1,70,78,68,0,0,0,Jun,2008,WD,Normal,157500
842,SC80,RL,9020,4,Lvl,Inside,3,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,3,3,312,5,539,276,1127,3,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,3,6,8,0,Attchd,1966.0,RFn,2,490,4,4,2,0,129,0,0,0,0,May,2008,WD,Normal,174900
843,SC90,RL,8000,4,Lvl,Corner,3,NAmes,Artery,Duplex,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,1800,1800,5,N,SBrkr,1800,0,0,1800,0,0,2,0,6,3,10,8,0,No,1961.0,No,0,0,0,0,2,0,0,0,0,0,0,Jul,2007,WD,Normal,141000
844,SC50,RM,12665,3,Lvl,Inside,3,OldTown,Artery,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,876,876,4,Y,SBrkr,876,540,0,1416,0,0,1,1,4,3,7,8,1,Detchd,1949.0,Unf,3,720,3,3,2,418,0,194,0,0,0,Jun,2008,WD,Normal,153900
845,SC85,RL,16647,3,Lvl,CulDSac,3,Sawyer,RRAe,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,1390,1,0,0,1390,3,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,3,6,6,2,Basment,1975.0,Fin,2,611,3,3,2,0,0,0,0,0,0,Jan,2007,WD,Normal,171000
846,SC60,RL,9317,4,Lvl,Inside,3,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,137.0,4,3,PConc,4,3,0,5,513,1,0,227,740,5,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,4,7,8,1,Attchd,1993.0,Unf,2,425,3,3,2,234,72,192,0,0,0,Jul,2009,WD,Normal,213000
847,SC20,RL,15523,3,Lvl,CulDSac,3,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,2,4,460,1,0,404,864,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,3,5,8,1,Attchd,1972.0,Unf,1,338,3,3,2,0,0,0,0,0,0,Aug,2009,WD,Normal,133500
848,SC50,RL,45600,2,Bnk,Inside,3,ClearCr,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,907,907,3,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,3,10,8,1,Detchd,1908.0,Unf,2,360,2,3,2,486,40,0,0,175,0,Sep,2008,WD,Normal,240000
849,SC80,RL,9600,4,Lvl,FR2,3,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,0,1,0,1,0,528,528,5,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,3,7,8,1,Attchd,1976.0,RFn,2,512,3,3,2,113,100,0,0,0,0,Aug,2007,WD,Normal,187000
850,SC120,RM,4435,4,Lvl,Inside,3,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,2,6,659,1,0,189,848,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,4,3,8,0,Attchd,2003.0,Fin,2,420,3,3,2,140,0,0,0,0,0,Nov,2007,WD,Normal,131500
851,SC120,RL,3196,4,Lvl,Inside,3,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,3,1,0,1,0,1273,1273,5,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,4,7,8,1,Attchd,2003.0,Fin,2,400,3,3,2,143,20,0,0,0,0,May,2006,WD,Normal,215000
852,SC75,RL,7128,4,Lvl,Inside,3,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,3,364,1,0,554,918,4,Y,SBrkr,918,728,0,1646,0,0,2,0,4,3,7,8,2,Detchd,1941.0,Unf,1,240,3,3,2,0,0,0,0,126,0,Aug,2007,WD,Normal,164000
853,SC80,RL,12095,3,Lvl,Corner,3,NAmes,Norm,1Fam,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,3,3,3,3,564,1,0,563,1127,3,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,3,7,8,1,Attchd,1964.0,RFn,2,645,3,3,2,180,0,0,0,0,0,Aug,2009,WD,Normal,158000
854,SC20,RL,17920,4,Lvl,Inside,3,Sawyer,Norm,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,1,5,306,3,1085,372,1763,3,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,3,6,8,1,Attchd,1955.0,Unf,2,454,3,3,2,0,418,0,0,312,0,Jul,2006,WD,Abnorml,170000
855,SC20,RL,6897,3,Lvl,Corner,3,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,0,5,659,1,0,381,1040,5,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,3,6,8,0,Detchd,1962.0,Unf,1,260,3,3,2,0,104,0,0,0,0,Apr,2010,WD,Normal,127000
856,SC80,RL,10970,3,Low,Inside,2,CollgCr,Norm,1Fam,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,None,0.0,3,3,CBlock,4,4,3,6,505,2,435,0,940,3,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,3,5,8,0,Detchd,1981.0,Unf,2,576,3,2,2,0,0,34,0,0,0,Oct,2008,WD,Normal,147000
857,SC60,RL,8125,4,Lvl,Inside,3,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0,1,0,1,0,702,702,4,Y,SBrkr,702,779,0,1481,0,0,2,1,3,3,6,8,1,Attchd,1994.0,Fin,2,343,3,3,2,0,36,0,0,0,0,Mar,2009,WD,Normal,174000
858,SC20,RL,10400,4,Lvl,Inside,3,NWAmes,Norm,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4,3,0,1,0,1,0,1090,1090,3,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,3,6,8,1,Attchd,1976.0,RFn,2,479,3,3,2,0,0,0,0,0,0,Jun,2009,WD,Family,152000
